"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220201 ~ 20220228"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.17","202202","5","71,300","6","2007","디지털로31길 120","","중개거래","서울 구로구"
"서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","44.17","202202","26","59,000","15","1989","구일로4길 46","","중개거래","서울 구로구"
"서울특별시 구로구 신도림동","695","0695","0000","신도림 아르디에","18.95","202202","9","23,200","5","2018","경인로66길 19","","직거래","-"
"서울특별시 구로구 신도림동","695","0695","0000","신도림 아르디에","39.92","202202","12","40,000","8","2018","경인로66길 19","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","34-13","0034","0013","썬앤빌","14.064","202202","9","7,600","15","2014","경인로19가길 40","","중개거래","서울 구로구"
"서울특별시 구로구 오류동","34-13","0034","0013","썬앤빌","14.064","202202","12","8,200","11","2014","경인로19가길 40","","중개거래","서울 구로구"
"서울특별시 구로구 항동","233","0233","0000","현대홈타운스위트","84.9852","202202","24","75,000","4","2004","연동로13길 25","20220306","직거래","-"
"서울특별시 금천구 가산동","141-2","0141","0002","가산양우내안에애플","12.04","202202","4","11,300","13","2013","남부순환로 1266","","중개거래","서울 관악구, 서울 금천구"
"서울특별시 금천구 가산동","143-20","0143","0020","가산피어니빌","13.8029","202202","27","14,500","8","2017","디지털로12길 37","","중개거래","서울 금천구"
"서울특별시 금천구 가산동","140-36","0140","0036","비즈트위트바이올렛5차","12.19","202202","5","12,300","14","2014","디지털로12길 15","","직거래","-"
"서울특별시 금천구 시흥동","1008","1008","0000","금강","59.95","202202","8","51,000","17","2000","독산로50길 57-2","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","384-12","0384","0012","남서울건영2","41.34","202202","6","40,000","13","1989","독산로10길 96","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","384-12","0384","0012","남서울건영2","61.14","202202","28","59,000","2","1989","독산로10길 96","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","1012","1012","0000","백운한비치","76.0537","202202","26","59,800","7","2003","탑골로2길 19","","중개거래","서울 금천구"
"서울특별시 금천구 시흥동","882-61","0882","0061","와이즈플레이스","14.22","202202","15","11,200","14","2012","시흥대로 236","","직거래","-"
"서울특별시 금천구 시흥동","268-46","0268","0046","탑스빌","79.84","202202","24","53,200","12","2002","금하로30길 34","","중개거래","서울 금천구"
"서울특별시 노원구 공릉동","743","0743","0000","공릉동한보에센시티아파트","84.93","202202","12","75,000","15","2000","공릉로46길 19","","중개거래","서울 노원구"
"서울특별시 노원구 공릉동","743","0743","0000","공릉동한보에센시티아파트","59.4","202202","18","58,500","15","2000","공릉로46길 19","","중개거래","서울 노원구"
"서울특별시 노원구 공릉동","743","0743","0000","공릉동한보에센시티아파트","59.4","202202","19","59,700","7","2000","공릉로46길 19","","중개거래","서울 노원구"
"서울특별시 노원구 공릉동","670-6","0670","0006","미라쉘","17.58","202202","16","15,500","10","2018","화랑로 441","","중개거래","서울 노원구"
"서울특별시 노원구 상계동","695","0695","0000","대림","93.75","202202","24","115,000","10","1988","동일로221길 22","","중개거래","서울 노원구"
"서울특별시 노원구 상계동","1305","1305","0000","동양엔파트","84.88","202202","28","99,000","14","2003","상계로5길 12","","직거래","-"
"서울특별시 노원구 상계동","639","0639","0000","보람2단지","79.25","202202","16","75,000","1","1988","한글비석로 480","","중개거래","서울 노원구"
"서울특별시 노원구 상계동","1055","1055","0000","상계1차현대아파트","83.92","202202","14","60,000","8","1993","동일로237길 41","","중개거래","서울 노원구"
"서울특별시 노원구 상계동","1301","1301","0000","상계대림e편한세상","83.87","202202","10","67,000","15","2002","동일로239길 68","","중개거래","서울 노원구"
"서울특별시 노원구 상계동","626","0626","0000","상계주공14(고층)","45.9","202202","9","53,000","8","1989","수락산로 174","","중개거래","서울 노원구"
"서울특별시 노원구 상계동","624","0624","0000","상계주공16(고층)","59.39","202202","26","65,000","14","1988","동일로227길 86","","중개거래","서울 광진구, 서울 노원구"
"서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","38","202202","14","61,900","6","1987","동일로 1389","","중개거래","서울 노원구"
"서울특별시 노원구 상계동","749-5","0749","0005","상계주공4(고층)","59.2","202202","24","70,300","7","1988","동일로214길 21","","중개거래","서울 노원구"
"서울특별시 노원구 상계동","749-5","0749","0005","상계주공4(고층)","58.01","202202","28","71,500","11","1988","동일로214길 21","","중개거래","서울 노원구"
"서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","58.01","202202","19","80,000","8","1988","노해로 508","","중개거래","서울 노원구"
"서울특별시 노원구 상계동","1296","1296","0000","상록수1단지","53.656","202202","5","52,500","6","2002","동일로239나길 31","","중개거래","서울 노원구"
"서울특별시 노원구 상계동","330-29","0330","0029","소담빌","14.65","202202","17","11,000","4","2014","노해로85길 10-55","","중개거래","서울 구로구, 서울 도봉구"
"서울특별시 노원구 상계동","451","0451","0000","한신2차","45.92","202202","14","41,000","14","1988","한글비석로48길 6","","중개거래","서울 노원구"
"서울특별시 노원구 월계동","556","0556","0000","주공2","44.94","202202","7","52,000","4","1992","초안산로1길 18","","중개거래","서울 노원구"
"서울특별시 노원구 월계동","556","0556","0000","주공2","44.94","202202","17","52,000","11","1992","초안산로1길 18","","중개거래","서울 노원구"
"서울특별시 노원구 월계동","556","0556","0000","주공2","38.64","202202","17","49,000","15","1992","초안산로1길 18","","중개거래","서울 노원구"
"서울특별시 노원구 월계동","781","0781","0000","청백4","59.4","202202","4","54,500","1","1998","월계로45가길 94","","중개거래","서울 노원구, 서울 도봉구"
"서울특별시 노원구 월계동","929","0929","0000","현대","59.95","202202","22","79,000","8","2000","석계로 49","","중개거래","서울 노원구"
"서울특별시 노원구 중계동","366","0366","0000","라이프","115.65","202202","9","143,500","5","1993","중계로 184","","중개거래","서울 노원구"
"서울특별시 노원구 중계동","593","0593","0000","삼성","114.49","202202","4","110,000","3","1999","중계로14나길 25","","중개거래","서울 노원구"
"서울특별시 노원구 중계동","593","0593","0000","삼성","59.9","202202","19","60,000","5","1999","중계로14나길 25","","중개거래","서울 노원구"
"서울특별시 노원구 중계동","505","0505","0000","상아","51.29","202202","12","61,200","5","1989","섬밭로 265","","중개거래","경기 의정부시, 서울 노원구"
"서울특별시 노원구 중계동","588","0588","0000","양지마을(대림)2","84.88","202202","18","99,000","21","1999","덕릉로73길 28","","중개거래","서울 노원구"
"서울특별시 노원구 중계동","362-1","0362","0001","주공8","49.72","202202","26","59,000","13","1993","한글비석로5길 62","","중개거래","서울 노원구"
"서울특별시 노원구 중계동","502-1","0502","0001","중계그린1단지","59.22","202202","4","59,000","6","1990","동일로207길 17","","중개거래","서울 도봉구"
"서울특별시 노원구 중계동","502-1","0502","0001","중계그린1단지","49.5","202202","16","60,100","12","1990","동일로207길 17","","중개거래","서울 노원구, 서울 서초구"
"서울특별시 노원구 중계동","512","0512","0000","중계무지개","39.96","202202","8","57,500","9","1991","동일로208길 20","","중개거래","서울 노원구"
"서울특별시 노원구 하계동","354","0354","0000","학여울청구","84.77","202202","19","100,000","16","1999","동일로207길 186","","중개거래","서울 노원구"
"서울특별시 노원구 하계동","284","0284","0000","한신1","35.28","202202","14","39,000","7","1988","공릉로 351","","직거래","-"
"서울특별시 노원구 하계동","284","0284","0000","한신1","35.28","202202","14","39,000","7","1988","공릉로 351","20220224","직거래","-"
"서울특별시 노원구 하계동","284","0284","0000","한신1","27","202202","19","45,000","14","1988","공릉로 351","","중개거래","서울 노원구"
"서울특별시 도봉구 도봉동","641","0641","0000","서원","59.76","202202","12","50,000","3","1996","마들로 684-19","","중개거래","서울 도봉구"
"서울특별시 도봉구 방학동","717-2","0717","0002","방학지음재힐스","21.51","202202","7","18,500","7","2018","도봉로150다길 28","","중개거래","서울 도봉구"
"서울특별시 도봉구 방학동","705-17","0705","0017","퍼스티안","13.6794","202202","21","9,100","5","2013","도봉로150가길 27","","중개거래","서울 도봉구"
"서울특별시 도봉구 쌍문동","731","0731","0000","e편한세상","84.754","202202","5","76,500","7","2007","노해로41가길 16","","중개거래","서울 도봉구"
"서울특별시 도봉구 쌍문동","285-5","0285","0005","동익미라벨","84.53","202202","6","48,000","1","1987","우이천로32길 67","","중개거래","서울 도봉구"
"서울특별시 도봉구 쌍문동","732","0732","0000","북한산코오롱하늘채","59.98","202202","9","65,000","4","2014","우이천로 367","","중개거래","서울 도봉구"
"서울특별시 도봉구 쌍문동","56","0056","0000","삼익세라믹","58.77","202202","11","55,000","12","1988","해등로 195","","중개거래","서울 도봉구"
"서울특별시 도봉구 쌍문동","20-4","0020","0004","쌍문동LG트윈빌2","240.97","202202","7","94,000","9","1999","도당로 6","","중개거래","서울 도봉구"
"서울특별시 도봉구 창동","38","0038","0000","주공17단지","36.16","202202","8","49,000","13","1989","덕릉로66길 17","","중개거래","서울 도봉구"
"서울특별시 도봉구 창동","38","0038","0000","주공17단지","36.16","202202","10","51,500","8","1989","덕릉로66길 17","","중개거래","서울 도봉구"
"서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","84.41","202202","9","89,000","4","1990","해등로 49","","중개거래","서울 도봉구"
"서울특별시 도봉구 창동","380","0380","0000","창동주공4단지","41.3","202202","4","57,000","7","1991","덕릉로 350","","중개거래","서울 도봉구"
"서울특별시 도봉구 창동","819","0819","0000","태영데시앙","84.995","202202","28","83,000","6","2003","도봉로110다길 51","20220310","중개거래","서울 도봉구"
"서울특별시 도봉구 창동","819","0819","0000","태영데시앙","84.995","202202","28","83,000","6","2003","도봉로110다길 51","","중개거래","서울 도봉구"
"서울특별시 동대문구 답십리동","1014","1014","0000","답십리파크자이","59.85","202202","12","110,000","16","2019","답십리로56길 105","","중개거래","서울 동대문구"
"서울특별시 동대문구 답십리동","1013","1013","0000","래미안미드카운티","75.01","202202","20","126,000","6","2019","답십리로 141","","중개거래","서울 동대문구"
"서울특별시 동대문구 답십리동","530-4","0530","0004","보광타워","24.27","202202","23","24,000","13","2019","황물로 90","","중개거래","서울 동대문구"
"서울특별시 동대문구 답십리동","488-18","0488","0018","센시티16","14.244","202202","17","10,000","14","2013","전농로 16","","중개거래","서울 동대문구"
"서울특별시 동대문구 답십리동","498-7","0498","0007","청계지웰","19.525","202202","5","13,900","14","2012","사가정로 6","","중개거래","서울 동대문구"
"서울특별시 동대문구 답십리동","498-7","0498","0007","청계지웰","19.525","202202","19","13,900","12","2012","사가정로 6","","중개거래","서울 동대문구"
"서울특별시 동대문구 답십리동","497-23","0497","0023","청계푸르지오시티","18.92","202202","23","13,000","12","2015","천호대로 257","","중개거래","서울 동대문구"
"서울특별시 동대문구 답십리동","497-23","0497","0023","청계푸르지오시티","18.92","202202","25","15,000","3","2015","천호대로 257","","직거래","-"
"서울특별시 동대문구 답십리동","1001","1001","0000","한신휴플러스그린파크","84.98","202202","11","99,000","3","2010","답십리로38길 14","","중개거래","서울 동대문구"
"서울특별시 동대문구 답십리동","1001","1001","0000","한신휴플러스그린파크","84.98","202202","16","109,000","8","2010","답십리로38길 14","","중개거래","서울 동대문구"
"서울특별시 동대문구 답십리동","530-15","0530","0015","현대썬앤빌청계","18.38","202202","19","16,300","12","2016","고미술로 71","","중개거래","서울 동대문구"
"서울특별시 동대문구 답십리동","530-15","0530","0015","현대썬앤빌청계","14.82","202202","25","13,200","5","2016","고미술로 71","","중개거래","서울 동대문구, 서울 성동구"
"서울특별시 동대문구 신설동","100-26","0100","0026","포레스트힐시티","14.75","202202","11","17,400","15","2018","청계천로 443","","중개거래","서울 동대문구"
"서울특별시 동대문구 용두동","104-3","0104","0003","동대문푸르지오시티(도시형생활주택)","30.11","202202","22","42,500","20","2016","왕산로 86","","중개거래","서울 동대문구"
"서울특별시 동대문구 용두동","235-30","0235","0030","서안팰리스","81.85","202202","21","55,000","5","2011","천호대로13길 20","","중개거래","서울 동대문구"
"서울특별시 동대문구 용두동","255-49","0255","0049","청계한양아이클래스","14.22","202202","22","18,000","17","2019","청계천로 461","","직거래","-"
"서울특별시 동대문구 이문동","225","0225","0000","대림e-편한세상","59.958","202202","6","83,000","18","2003","한천로63길 10","","중개거래","서울 동대문구"
"서울특별시 동대문구 이문동","225","0225","0000","대림e-편한세상","84.972","202202","8","101,000","20","2003","한천로63길 10","","중개거래","서울 동대문구, 서울 성북구"
"서울특별시 동대문구 이문동","64","0064","0000","쌍용","59.99","202202","8","79,000","12","2000","한천로58길 47","","중개거래","서울 동대문구"
"서울특별시 동대문구 이문동","84","0084","0000","중앙하이츠빌","114.84","202202","17","98,000","14","2002","외대역동로 101","","중개거래","서울 동대문구"
"서울특별시 동대문구 장안동","334-6","0334","0006","우성2차(334-6)","71.35","202202","19","58,000","7","2005","장한로26길 67","","중개거래","서울 동대문구"
"서울특별시 동대문구 장안동","372-5","0372","0005","장안뉴시티","17.63","202202","24","11,500","14","2012","장한로 105","","직거래","-"
"서울특별시 동대문구 장안동","466-5","0466","0005","장안푸르미에","12.9463","202202","16","12,000","3","2013","천호대로97길 9","","중개거래","서울 도봉구"
"서울특별시 동대문구 장안동","336","0336","0000","장안현대홈타운(336)","59.54","202202","11","91,500","20","2003","장안벚꽃로 107","","중개거래","서울 동대문구"
"서울특별시 동대문구 장안동","573","0573","0000","장한평월드메르디앙","84.81","202202","19","83,800","8","2006","천호대로93길 56","","중개거래","서울 동대문구"
"서울특별시 동대문구 전농동","690","0690","0000","래미안크레시티","59.99","202202","21","121,800","11","2014","사가정로 65","","중개거래","서울 동대문구"
"서울특별시 동대문구 제기동","892-66","0892","0066","현대","90.95","202202","5","104,200","16","1999","정릉천동로 90","","중개거래","서울 동대문구"
"서울특별시 동대문구 청량리동","235-1","0235","0001","미주","127.11","202202","11","145,000","12","1978","약령시로 154","","중개거래","서울 동대문구"
"서울특별시 동대문구 청량리동","235-1","0235","0001","미주","101.65","202202","14","128,000","8","1978","약령시로 147","","중개거래","서울 동대문구, 서울 성동구"
"서울특별시 동대문구 청량리동","60","0060","0000","한신","114.95","202202","5","118,000","6","1997","제기로 131","","중개거래","서울 동대문구"
"서울특별시 동대문구 청량리동","60","0060","0000","한신","59.97","202202","6","70,500","3","1997","제기로 131","","중개거래","서울 동대문구"
"서울특별시 동대문구 청량리동","212","0212","0000","홍릉동부","59.7","202202","3","87,000","14","2001","홍릉로10길 48","","중개거래","서울 동대문구"
"서울특별시 동대문구 휘경동","52","0052","0000","휘경베스트빌현대","59.92","202202","5","69,000","10","2000","장안벚꽃로5길 19","","중개거래","서울 동대문구"
"서울특별시 동대문구 휘경동","369","0369","0000","휘경제이스카이아파트","84.43","202202","3","64,000","7","2016","망우로 35","","직거래","-"
"서울특별시 동작구 노량진동","57-1","0057","0001","메가스터디타워","16.01","202202","14","15,000","9","2015","노량진로 140","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","57-1","0057","0001","메가스터디타워","21.746","202202","18","24,800","9","2015","노량진로 140","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","325","0325","0000","신동아리버파크","114.75","202202","6","133,000","7","2001","만양로 19","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","325","0325","0000","신동아리버파크","114.75","202202","18","139,500","19","2001","만양로 19","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","323","0323","0000","우성","124.77","202202","25","135,000","10","1997","만양로8길 50","","중개거래","서울 동작구"
"서울특별시 동작구 대방동","381-3","0381","0003","드림빌라트","73.49","202202","12","56,000","3","2001","대방동27길 4","","중개거래","서울 동작구"
"서울특별시 동작구 대방동","500","0500","0000","성원","84.32","202202","5","125,000","4","1994","여의대방로44길 9","","중개거래","서울 영등포구"
"서울특별시 동작구 사당동","1136","1136","0000","경남아너스빌(대아3)","42.63","202202","21","76,000","11","1998","동작대로29길 81","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","105","0105","0000","극동(105)","119.91","202202","17","151,000","9","1993","동작대로29길 119","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","1139","1139","0000","사당자이","114.94","202202","16","129,000","22","1999","사당로2가길 102","","중개거래","서울 관악구, 서울 동작구"
"서울특별시 동작구 사당동","1133","1133","0000","삼성래미안","84.967","202202","11","133,500","7","2003","사당로23바길 9","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","84.96","202202","19","143,000","13","2004","상도로53길 8","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","363-164","0363","0164","상도휴엔하임","14.7","202202","12","14,700","8","2016","상도로15길 131","","중개거래","서울 서대문구"
"서울특별시 동작구 상도동","56-45","0056","0045","수정빌라트(56-45)","65.32","202202","15","52,000","2","2000","상도로47길 36","","중개거래","서울 관악구"
"서울특별시 동작구 상도동","532","0532","0000","씨티아모리움","14.1881","202202","12","14,000","4","2012","상도로62길 81-1","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","415","0415","0000","중앙하이츠빌","84.9883","202202","15","123,500","7","2003","상도로 320","","직거래","-"
"서울특별시 동작구 상도동","533","0533","0000","힐스테이트 상도 프레스티지","84.951","202202","5","159,700","13","2013","상도로 346-2","","중개거래","서울 동작구"
"서울특별시 동작구 신대방동","395-69","0395","0069","보라매아카데미타워","84.95","202202","15","78,800","15","1998","보라매로5가길 16","","중개거래","서울 동작구"
"서울특별시 동작구 신대방동","711","0711","0000","보라매파크빌","84.77","202202","19","115,000","12","2002","여의대방로10길 59","","중개거래","서울 동작구"
"서울특별시 동작구 신대방동","719","0719","0000","성원상떼빌","128.61","202202","8","132,000","14","2006","신대방1가길 38","","중개거래","서울 동작구"
"서울특별시 동작구 신대방동","705","0705","0000","신대방","59.6","202202","25","65,000","6","1995","보라매로 83","","중개거래","서울 동작구"
"서울특별시 동작구 흑석동","341","0341","0000","아크로리버하임","84.7536","202202","11","254,000","5","2019","현충로 52","","중개거래","서울 동작구"
"서울특별시 동작구 흑석동","327","0327","0000","청호","59.85","202202","6","87,000","3","1997","서달로2길 29","","중개거래","서울 동작구"
"서울특별시 동작구 흑석동","28","0028","0000","한강현대","66.225","202202","11","150,000","14","1988","현충로 151","","중개거래","서울 동작구"
"서울특별시 동작구 흑석동","328","0328","0000","흑석동양아파트","59.511","202202","9","92,500","5","2003","서달로1길 17","","중개거래","서울 동작구"
"서울특별시 마포구 공덕동","370-9","0370","0009","공덕현대","51.62","202202","11","92,000","3","1989","마포대로11길 73","","중개거래","서울 마포구"
"서울특별시 마포구 노고산동","1-3","0001","0003","신촌포스빌","32.34","202202","5","27,500","11","2004","신촌로 150","","중개거래","서울 마포구"
"서울특별시 마포구 노고산동","107-36","0107","0036","현대벤처빌","34.64","202202","23","25,800","4","2002","백범로 10","","중개거래","서울 마포구"
"서울특별시 마포구 도화동","353","0353","0000","현대홈타운","113.25","202202","15","151,500","9","2000","새창로8길 72","","중개거래","서울 마포구"
"서울특별시 마포구 마포동","449","0449","0000","비체힐리버뷰","16.6071","202202","14","13,000","4","2012","마포대로4나길 71","","중개거래","서울 마포구"
"서울특별시 마포구 마포동","449","0449","0000","비체힐리버뷰","16.6071","202202","15","11,400","2","2012","마포대로4나길 71","","직거래","-"
"서울특별시 마포구 망원동","496","0496","0000","대림1","84.96","202202","18","115,000","4","2002","망원로2길 103","","중개거래","서울 마포구"
"서울특별시 마포구 상암동","1660","1660","0000","상암월드컵파크7단지","84.74","202202","12","135,000","8","2005","상암산로1길 92","","중개거래","서울 마포구"
"서울특별시 마포구 서교동","381-4","0381","0004","광남푸른마을","73.23","202202","19","65,000","2","2001","양화로7안길 35","","중개거래","서울 마포구"
"서울특별시 마포구 서교동","487","0487","0000","대우미래사랑","34.29","202202","14","29,700","9","2005","월드컵북로5나길 18","","중개거래","서울 마포구"
"서울특별시 마포구 성산동","446","0446","0000","성산시영(유원)","59.43","202202","9","130,000","7","1986","월드컵북로 235","","중개거래","서울 강동구, 서울 마포구"
"서울특별시 마포구 성산동","601","0601","0000","성산월드타운대림","84.549","202202","6","110,000","9","2004","월드컵북로30길 9-22","","중개거래","서울 마포구"
"서울특별시 마포구 성산동","601","0601","0000","성산월드타운대림","84.689","202202","8","110,000","22","2004","월드컵북로30길 9-22","","직거래","-"
"서울특별시 마포구 성산동","601","0601","0000","성산월드타운대림","84.689","202202","24","95,000","2","2004","월드컵북로30길 9-22","","중개거래","서울 마포구"
"서울특별시 마포구 신공덕동","159","0159","0000","신공덕래미안2차","59.48","202202","12","107,000","13","2000","만리재로 74","","중개거래","서울 마포구"
"서울특별시 마포구 신공덕동","159","0159","0000","신공덕래미안2차","84.73","202202","26","129,000","13","2000","만리재로 74","","중개거래","서울 마포구"
"서울특별시 마포구 신수동","462","0462","0000","신촌숲아이파크","84.912","202202","5","205,000","15","2019","광성로 17","","중개거래","서울 마포구, 서울 서초구"
"서울특별시 마포구 아현동","732","0732","0000","삼환나띠르빌","84.9","202202","15","115,000","2","2003","마포대로 183-16","","중개거래","서울 마포구"
"서울특별시 마포구 연남동","573","0573","0000","코오롱","84.936","202202","5","119,000","4","2003","연남로 52","","중개거래","서울 마포구"
"서울특별시 마포구 염리동","515-1","0515","0001","상록","49.8","202202","9","81,000","2","1997","숭문길 106","","중개거래","서울 마포구"
"서울특별시 마포구 창전동","440","0440","0000","창전동현대홈타운","84.978","202202","13","128,500","2","2005","서강로 83","","중개거래","서울 마포구"
"서울특별시 마포구 하중동","101","0101","0000","한강밤섬자이","132.54","202202","7","200,000","4","2010","토정로 158","","중개거래","서울 마포구"
"서울특별시 서대문구 남가좌동","388","0388","0000","DMC센트럴아이파크","59.99","202202","14","109,500","5","2018","증가로 150","","중개거래","서울 서대문구"
"서울특별시 서대문구 남가좌동","381","0381","0000","DMC센트레빌","84.98","202202","12","107,500","3","2009","거북골로 120","","중개거래","서울 서대문구"
"서울특별시 서대문구 남가좌동","384","0384","0000","DMC파크뷰자이2단지","84.968","202202","11","130,000","3","2015","가재울미래로 2","","중개거래","서울 서대문구"
"서울특별시 서대문구 남가좌동","387","0387","0000","디엠씨엘가","13.03","202202","7","14,000","3","2017","모래내로 151","","중개거래","서울 서대문구"
"서울특별시 서대문구 남가좌동","387","0387","0000","디엠씨엘가","30.36","202202","10","35,000","10","2017","모래내로 151","","직거래","-"
"서울특별시 서대문구 남가좌동","387","0387","0000","디엠씨엘가","13.03","202202","16","13,800","3","2017","모래내로 151","","중개거래","서울 서대문구"
"서울특별시 서대문구 북가좌동","371-1","0371","0001","월드컵현대","59.76","202202","6","82,000","14","1998","수색로 154","","중개거래","서울 서대문구"
"서울특별시 서대문구 북아현동","118-9","0118","0009","경남(2차)","122.91","202202","19","150,350","3","1999","북아현로6길 19-19","","중개거래","서울 서대문구"
"서울특별시 서대문구 연희동","739","0739","0000","대우푸르지오","114.705","202202","15","129,000","15","2002","연희로 38-20","","중개거래","서울 서대문구"
"서울특별시 서대문구 연희동","746","0746","0000","연희웨스트팰리스","13.12","202202","17","13,000","6","2014","연희로5길 54-11","","직거래","-"
"서울특별시 서대문구 연희동","747","0747","0000","연희파크푸르지오","84.4317","202202","11","117,000","6","2018","홍제천로 136","","중개거래","서울 서대문구"
"서울특별시 서대문구 연희동","729","0729","0000","홍연","62.9","202202","9","33,000","1","1981","홍연4길 31","","중개거래","서울 서대문구"
"서울특별시 서대문구 현저동","200","0200","0000","독립문극동(200-0)","114.51","202202","9","137,000","2","1998","독립문공원길 17","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍은동","440-3","0440","0003","풍림1차","56.61","202202","11","59,200","5","1988","통일로48가길 37","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍은동","461","0461","0000","홍은센트레빌","84.84","202202","19","86,000","20","2009","통일로 553","","중개거래","서울 은평구"
"서울특별시 서대문구 홍제동","104-1","0104","0001","인왕","70.68","202202","9","56,000","4","1968","통일로32길 3","","직거래","-"
"서울특별시 서대문구 홍제동","373","0373","0000","태영으뜸(데시앙)","68.59","202202","15","64,000","7","1998","세검정로3길 63","","중개거래","서울 서대문구"
"서울특별시 서대문구 홍제동","473","0473","0000","홍제센트럴아이파크","84.9602","202202","3","129,000","3","2020","통일로 395","","중개거래","서울 서대문구"
"서울특별시 서초구 내곡동","BL-1","0001","0000","서초더샵포레","114.71","202202","23","191,000","16","2014","헌릉로8길 58","","중개거래","서울 서초구"
"서울특별시 서초구 내곡동","null","0000","0000","서초포레스타2단지","84.87","202202","5","175,000","10","2015","헌릉로8길 45","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","612-2","0612","0002","반포2차ApelBaum","244.15","202202","12","360,000","5","2007","사평대로12길 22","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","60-4","0060","0004","반포미도","84.96","202202","8","267,500","14","1987","서초중앙로29길 28","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","757","0757","0000","반포주공1단지","140.13","202202","16","660,000","1","1973","신반포로 9","","중개거래","서울 서초구"
"서울특별시 서초구 반포동","968","0968","0000","에이아이디차관주택","72.51","202202","9","277,000","5","1974","신반포로 32","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","4","32,000","21","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","7","30,000","8","2005","서초대로 17","","직거래","-"
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6","202202","14","29,700","3","2005","서초대로 17","","중개거래","서울 서초구"
"서울특별시 서초구 방배동","1010-1","1010","0001","방배임광","84","202202","3","195,000","3","1988","방배로2길 24-6","","직거래","-"
"서울특별시 서초구 방배동","757-3","0757","0003","삼호3","181.6","202202","15","250,000","6","1976","방배로45길 27","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1337-3","1337","0003","urbanplace","23.456","202202","17","25,000","8","2014","효령로77길 30","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1615-10","1615","0010","극동스타클래스2","72.5","202202","12","138,000","5","2006","효령로67길 35","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1492-1","1492","0001","라파엘로","153.82","202202","12","162,000","5","2004","명달로15길 11","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 서초구 서초동","1642-34","1642","0034","래미안서초7차","148.08","202202","18","240,000","8","2006","사임당로17길 80","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1330","1330","0000","서초동삼성쉐르빌2","35.22","202202","18","32,700","10","2002","강남대로53길 11","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1593-7","1593","0007","서초이오빌","36.66","202202","5","37,000","12","2003","효령로53길 45","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1593-7","1593","0007","서초이오빌","45.96","202202","7","40,700","18","2003","효령로53길 45","","중개거래","서울 서초구"
